orderid,userid,restaurantid,ordertype,deliveryaddress,deliverytime,deliverypersonid,notes,totalamount,orderdate
718,205,10,Konzumacija u restoranu,706 Random Street,2024-12-03 13:06:00,215,Sample note for the order.,117.00,2023-12-12 12:04:03
585,310,8,Dostava,230 Random Street,2024-04-20 13:06:00,972,Sample note for the order.,184.00,2023-12-12 11:24:42
667,273,2,Dostava,609 Random Street,2024-07-13 13:06:00,215,Sample note for the order.,160.00,2023-12-12 14:27:34
623,164,10,Dostava,753 Random Street,2024-05-20 13:06:00,972,Sample note for the order.,78.00,2023-12-12 20:39:36
814,104,1,Konzumacija u restoranu,122 Random Street,2024-07-14 13:06:00,499,Sample note for the order.,117.00,2023-12-12 15:56:27
668,415,7,Dostava,274 Random Street,2024-05-05 13:06:00,215,Sample note for the order.,333.00,2023-12-12 18:27:47
789,100,1,Dostava,816 Random Street,2024-01-12 13:06:00,499,Sample note for the order.,273.00,2023-12-12 00:57:28
708,499,7,Konzumacija u restoranu,866 Random Street,2024-11-18 13:06:00,215,Sample note for the order.,63.00,2023-12-12 13:35:33
684,203,2,Dostava,264 Random Street,2024-07-08 13:06:00,215,Sample note for the order.,21.00,2023-12-12 15:18:58
713,256,5,Konzumacija u restoranu,978 Random Street,2024-03-08 13:06:00,215,Sample note for the order.,150.00,2023-12-12 03:19:02
559,461,2,Dostava,351 Random Street,2024-07-18 13:06:00,972,Sample note for the order.,95.00,2023-12-12 18:38:14
788,543,6,Dostava,106 Random Street,2024-11-21 13:06:00,499,Sample note for the order.,36.00,2023-12-12 05:18:54
773,522,5,Konzumacija u restoranu,575 Random Street,2024-02-03 13:06:00,499,Sample note for the order.,48.00,2023-12-12 01:23:09
645,121,9,Konzumacija u restoranu,351 Random Street,2024-09-07 13:06:00,972,Sample note for the order.,384.00,2023-12-12 08:36:55
607,370,3,Dostava,556 Random Street,2024-03-29 13:06:00,972,Sample note for the order.,288.00,2023-12-12 13:01:59
701,104,2,Dostava,550 Random Street,2024-12-01 13:06:00,215,Sample note for the order.,96.00,2023-12-12 11:29:09
633,500,9,Konzumacija u restoranu,91 Random Street,2024-11-08 13:06:00,972,Sample note for the order.,126.00,2023-12-12 21:45:54
738,598,4,Konzumacija u restoranu,468 Random Street,2024-02-29 13:06:00,215,Sample note for the order.,70.00,2023-12-12 13:04:12
797,564,2,Dostava,923 Random Street,2024-06-14 13:06:00,499,Sample note for the order.,36.00,2023-12-12 13:43:20
582,378,6,Konzumacija u restoranu,340 Random Street,2024-10-17 13:06:00,972,Sample note for the order.,117.00,2023-12-12 12:17:14
762,130,1,Konzumacija u restoranu,284 Random Street,2024-01-24 13:06:00,499,Sample note for the order.,215.00,2023-12-12 09:05:10
712,110,3,Konzumacija u restoranu,262 Random Street,2024-08-25 13:06:00,215,Sample note for the order.,56.00,2023-12-12 16:23:49
799,192,4,Konzumacija u restoranu,576 Random Street,2024-09-10 13:06:00,499,Sample note for the order.,29.00,2023-12-12 04:32:27
646,433,3,Dostava,806 Random Street,2024-05-09 13:06:00,972,Sample note for the order.,200.00,2023-12-12 11:43:00
679,435,10,Konzumacija u restoranu,730 Random Street,2024-06-14 13:06:00,215,Sample note for the order.,196.00,2023-12-12 14:56:25
729,311,7,Dostava,280 Random Street,2024-03-20 13:06:00,215,Sample note for the order.,130.00,2023-12-12 10:39:35
560,257,3,Konzumacija u restoranu,361 Random Street,2024-04-06 13:06:00,972,Sample note for the order.,55.00,2023-12-12 17:24:05
680,157,3,Dostava,397 Random Street,2024-01-05 13:06:00,215,Sample note for the order.,168.00,2023-12-12 22:22:40
818,122,3,Konzumacija u restoranu,401 Random Street,2024-06-21 13:06:00,499,Sample note for the order.,64.00,2023-12-12 08:44:29
513,264,331,Konzumacija u restoranu,951 High Crossing Hill,2024-10-10 04:15:53,658,,387.00,2024-10-10 03:15:53
514,645,351,Konzumacija u restoranu,6098 Butternut Circle,2022-09-14 10:23:38,897,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",24.00,2022-09-14 07:23:38
515,424,236,Konzumacija u restoranu,57 Moose Court,2023-11-15 01:42:17,223,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",360.00,2023-11-14 22:42:17
516,807,345,Dostava,369 Annamark Way,2022-11-04 11:58:24,97,,32.00,2022-11-04 10:58:24
517,933,53,Dostava,57888 Grim Lane,2024-04-26 00:14:59,520,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,126.00,2024-04-25 23:14:59
518,458,388,Konzumacija u restoranu,0830 Scott Point,2023-02-10 11:24:51,813,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,128.00,2023-02-10 08:24:51
519,968,283,Konzumacija u restoranu,39 Starling Center,2024-11-11 04:16:44,307,,248.00,2024-11-11 01:16:44
520,355,336,Konzumacija u restoranu,2 Stephen Point,2023-11-17 23:34:32,415,,39.00,2023-11-17 22:34:32
613,190,10,Dostava,440 Random Street,2024-07-27 13:06:00,972,Sample note for the order.,42.00,2023-12-12 11:51:25
737,278,7,Dostava,870 Random Street,2024-11-21 13:06:00,215,Sample note for the order.,80.00,2023-12-12 14:42:29
782,336,8,Konzumacija u restoranu,365 Random Street,2024-01-13 13:06:00,499,Sample note for the order.,56.00,2023-12-12 21:46:52
589,437,8,Konzumacija u restoranu,758 Random Street,2024-10-28 13:06:00,972,Sample note for the order.,77.00,2023-12-12 09:40:47
583,152,3,Dostava,861 Random Street,2024-11-22 13:06:00,972,Sample note for the order.,130.00,2023-12-12 18:28:34
689,428,3,Dostava,503 Random Street,2024-09-09 13:06:00,215,Sample note for the order.,48.00,2023-12-12 19:13:47
569,372,1,Dostava,440 Random Street,2024-08-12 13:06:00,972,Sample note for the order.,38.00,2023-12-12 20:37:35
615,325,6,Konzumacija u restoranu,282 Random Street,2024-09-19 13:06:00,972,Sample note for the order.,410.00,2023-12-12 16:10:01
798,314,4,Konzumacija u restoranu,359 Random Street,2024-07-24 13:06:00,499,Sample note for the order.,25.00,2023-12-12 14:25:29
693,126,1,Konzumacija u restoranu,297 Random Street,2024-05-30 13:06:00,215,Sample note for the order.,28.00,2023-12-12 07:13:34
555,593,8,Dostava,478 Random Street,2024-12-01 13:06:00,972,Sample note for the order.,76.00,2023-12-12 16:11:28
744,221,7,Konzumacija u restoranu,683 Random Street,2024-12-03 13:06:00,215,Sample note for the order.,420.00,2023-12-12 09:32:47
567,548,7,Dostava,269 Random Street,2024-01-29 13:06:00,972,Sample note for the order.,75.00,2023-12-12 07:06:44
630,305,4,Dostava,308 Random Street,2024-08-23 13:06:00,972,Sample note for the order.,150.00,2023-12-12 16:38:49
575,454,5,Dostava,710 Random Street,2024-09-04 13:06:00,972,Sample note for the order.,208.00,2023-12-12 20:05:43
715,101,9,Dostava,264 Random Street,2024-03-06 13:06:00,215,Sample note for the order.,132.00,2023-12-12 12:00:26
601,465,5,Dostava,616 Random Street,2024-07-30 13:06:00,972,Sample note for the order.,120.00,2023-12-12 11:10:24
590,417,2,Dostava,886 Random Street,2024-07-10 13:06:00,972,Sample note for the order.,198.00,2023-12-12 14:11:48
763,510,1,Dostava,94 Random Street,2024-01-05 13:06:00,499,Sample note for the order.,42.00,2023-12-12 22:00:17
659,381,6,Dostava,999 Random Street,2024-12-03 13:06:00,215,Sample note for the order.,136.00,2023-12-12 21:24:37
627,129,10,Konzumacija u restoranu,684 Random Street,2024-07-20 13:06:00,972,Sample note for the order.,27.00,2023-12-12 07:14:17
739,580,5,Dostava,371 Random Street,2024-07-02 13:06:00,215,Sample note for the order.,87.00,2023-12-12 22:09:18
676,441,8,Dostava,28 Random Street,2024-03-27 13:06:00,215,Sample note for the order.,200.00,2023-12-12 09:49:23
778,375,3,Konzumacija u restoranu,948 Random Street,2024-02-20 13:06:00,499,Sample note for the order.,57.00,2023-12-12 20:58:09
685,485,1,Dostava,388 Random Street,2024-01-17 13:06:00,215,Sample note for the order.,25.00,2023-12-12 16:34:37
741,187,1,Konzumacija u restoranu,614 Random Street,2024-12-01 13:06:00,215,Sample note for the order.,217.00,2023-12-12 01:32:59
716,315,10,Dostava,398 Random Street,2024-05-20 13:06:00,215,Sample note for the order.,16.00,2023-12-12 16:39:17
664,548,9,Dostava,711 Random Street,2024-02-25 13:06:00,215,Sample note for the order.,188.00,2023-12-12 08:21:09
736,556,4,Konzumacija u restoranu,812 Random Street,2024-01-27 13:06:00,215,Sample note for the order.,119.00,2023-12-12 23:32:44
565,180,8,Dostava,849 Random Street,2024-04-06 13:06:00,972,Sample note for the order.,340.00,2023-12-12 07:49:21
610,372,2,Konzumacija u restoranu,26 Random Street,2024-01-20 13:06:00,972,Sample note for the order.,48.00,2023-12-12 09:14:45
566,126,5,Konzumacija u restoranu,35 Random Street,2024-09-22 13:06:00,972,Sample note for the order.,248.00,2023-12-12 15:35:48
551,579,3,Konzumacija u restoranu,647 Random Street,2024-11-13 13:06:00,972,Sample note for the order.,55.00,2023-12-12 04:31:48
564,542,8,Dostava,849 Random Street,2024-03-02 13:06:00,972,Sample note for the order.,216.00,2023-12-12 17:01:03
678,547,5,Konzumacija u restoranu,975 Random Street,2024-11-09 13:06:00,215,Sample note for the order.,77.00,2023-12-12 10:47:32
592,235,5,Konzumacija u restoranu,543 Random Street,2024-08-21 13:06:00,972,Sample note for the order.,77.00,2023-12-12 05:36:33
812,525,7,Konzumacija u restoranu,948 Random Street,2024-12-03 13:06:00,499,Sample note for the order.,232.00,2023-12-12 20:53:07
687,323,9,Konzumacija u restoranu,642 Random Street,2024-04-19 13:06:00,215,Sample note for the order.,147.00,2023-12-12 13:53:51
579,264,9,Dostava,951 Random Street,2024-03-14 13:06:00,972,Sample note for the order.,272.00,2023-12-12 22:44:43
642,206,4,Dostava,764 Random Street,2024-10-13 13:06:00,972,Sample note for the order.,120.00,2023-12-12 05:17:14
553,203,8,Dostava,401 Random Street,2024-06-08 13:06:00,972,Sample note for the order.,147.00,2023-12-12 16:32:16
725,391,10,Konzumacija u restoranu,644 Random Street,2024-04-02 13:06:00,215,Sample note for the order.,360.00,2023-12-12 11:27:46
622,552,4,Dostava,473 Random Street,2024-10-03 13:06:00,972,Sample note for the order.,304.00,2023-12-12 13:42:45
774,557,5,Dostava,800 Random Street,2024-05-04 13:06:00,499,Sample note for the order.,360.00,2023-12-12 12:28:38
584,576,10,Konzumacija u restoranu,267 Random Street,2024-05-15 13:06:00,972,Sample note for the order.,10.00,2023-12-12 01:03:58
746,470,2,Konzumacija u restoranu,87 Random Street,2024-04-19 13:06:00,215,Sample note for the order.,65.00,2023-12-12 17:27:53
720,194,4,Dostava,772 Random Street,2024-09-01 13:06:00,215,Sample note for the order.,54.00,2023-12-12 13:10:53
806,337,3,Dostava,282 Random Street,2024-01-15 13:06:00,499,Sample note for the order.,21.00,2023-12-12 10:05:11
635,317,7,Dostava,991 Random Street,2024-10-21 13:06:00,972,Sample note for the order.,30.00,2023-12-12 11:27:36
813,514,1,Dostava,341 Random Street,2024-10-21 13:06:00,499,Sample note for the order.,387.00,2023-12-12 05:46:01
639,201,6,Dostava,392 Random Street,2024-11-03 13:06:00,972,Sample note for the order.,8.00,2023-12-12 10:25:01
574,118,6,Dostava,28 Random Street,2024-08-13 13:06:00,972,Sample note for the order.,21.00,2023-12-12 01:14:04
620,466,7,Konzumacija u restoranu,13 Random Street,2024-11-09 13:06:00,972,Sample note for the order.,72.00,2023-12-12 12:36:29
761,264,8,Konzumacija u restoranu,504 Random Street,2024-08-01 13:06:00,499,Sample note for the order.,96.00,2023-12-12 05:13:10
706,178,10,Konzumacija u restoranu,669 Random Street,2024-02-21 13:06:00,215,Sample note for the order.,70.00,2023-12-12 03:05:32
673,227,3,Dostava,195 Random Street,2024-08-10 13:06:00,215,Sample note for the order.,75.00,2023-12-12 15:31:15
571,162,6,Dostava,991 Random Street,2024-05-31 13:06:00,972,Sample note for the order.,6.00,2023-12-12 13:32:03
666,170,1,Konzumacija u restoranu,150 Random Street,2024-05-15 13:06:00,215,Sample note for the order.,102.00,2023-12-12 09:28:13
783,361,1,Dostava,798 Random Street,2024-01-04 13:06:00,499,Sample note for the order.,248.00,2023-12-12 07:15:04
694,278,10,Konzumacija u restoranu,738 Random Street,2024-07-15 13:06:00,215,Sample note for the order.,180.00,2023-12-12 10:55:27
558,504,2,Konzumacija u restoranu,554 Random Street,2024-04-06 13:06:00,972,Sample note for the order.,16.00,2023-12-12 05:11:37
690,136,4,Konzumacija u restoranu,611 Random Street,2024-11-04 13:06:00,215,Sample note for the order.,13.00,2023-12-12 01:25:45
598,458,7,Konzumacija u restoranu,934 Random Street,2024-07-01 13:06:00,972,Sample note for the order.,84.00,2023-12-12 21:58:28
669,377,10,Dostava,743 Random Street,2024-06-25 13:06:00,215,Sample note for the order.,300.00,2023-12-12 11:08:39
752,293,7,Konzumacija u restoranu,686 Random Street,2024-06-19 13:06:00,499,Sample note for the order.,66.00,2023-12-12 00:15:40
688,423,6,Dostava,146 Random Street,2024-04-21 13:06:00,215,Sample note for the order.,140.00,2023-12-12 02:26:50
594,312,5,Dostava,155 Random Street,2024-10-20 13:06:00,972,Sample note for the order.,70.00,2023-12-12 02:03:55
683,149,9,Konzumacija u restoranu,387 Random Street,2024-03-19 13:06:00,215,Sample note for the order.,145.00,2023-12-12 19:45:56
793,354,9,Dostava,438 Random Street,2024-09-12 13:06:00,499,Sample note for the order.,192.00,2023-12-12 16:50:34
662,473,3,Konzumacija u restoranu,82 Random Street,2024-10-29 13:06:00,215,Sample note for the order.,198.00,2023-12-12 23:49:52
608,371,4,Dostava,243 Random Street,2024-02-25 13:06:00,972,Sample note for the order.,16.00,2023-12-12 20:43:44
702,164,4,Konzumacija u restoranu,454 Random Street,2024-02-06 13:06:00,215,Sample note for the order.,380.00,2023-12-12 08:57:46
629,180,7,Konzumacija u restoranu,351 Random Street,2024-05-06 13:06:00,972,Sample note for the order.,66.00,2023-12-12 14:55:38
805,316,5,Konzumacija u restoranu,1 Random Street,2024-10-21 13:06:00,499,Sample note for the order.,240.00,2023-12-12 18:17:44
726,310,10,Dostava,994 Random Street,2024-02-10 13:06:00,215,Sample note for the order.,10.00,2023-12-12 17:04:51
588,310,7,Konzumacija u restoranu,211 Random Street,2024-04-28 13:06:00,972,Sample note for the order.,180.00,2023-12-12 21:36:39
625,258,4,Dostava,644 Random Street,2024-09-09 13:06:00,972,Sample note for the order.,20.00,2023-12-12 00:42:27
52,683,232,Dostava,45978 Westend Plaza,2022-12-28 05:14:38,510,,340.00,2022-12-28 04:14:38
451,133,337,Konzumacija u restoranu,68053 Tennyson Pass,2024-03-14 15:32:52,363,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,5.00,2024-03-14 14:32:52
452,901,477,Dostava,2 Sunfield Drive,2023-08-17 07:37:30,754,,50.00,2023-08-17 05:37:30
453,453,387,Dostava,54 Ludington Terrace,2024-08-13 05:22:24,492,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,280.00,2024-08-13 03:22:24
454,848,133,Dostava,437 5th Trail,2023-01-20 13:05:04,410,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,30.00,2023-01-20 10:05:04
46,962,209,Konzumacija u restoranu,9408 Warrior Alley,2023-08-05 08:30:10,545,,198.00,2023-08-05 06:30:10
455,466,282,Konzumacija u restoranu,32 Green Ridge Terrace,2023-09-30 20:37:34,500,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",49.00,2023-09-30 18:37:34
456,211,81,Dostava,82098 Hanover Alley,2023-09-17 13:36:54,45,,84.00,2023-09-17 10:36:54
457,787,497,Konzumacija u restoranu,73 Pankratz Plaza,2023-09-21 11:27:34,761,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",42.00,2023-09-21 09:27:34
458,57,185,Konzumacija u restoranu,9 Valley Edge Crossing,2024-07-03 15:41:30,741,,252.00,2024-07-03 13:41:30
459,504,453,Konzumacija u restoranu,3320 Emmet Parkway,2023-08-22 18:07:56,56,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,238.00,2023-08-22 17:07:56
460,957,175,Dostava,3 Gale Road,2023-06-07 07:17:48,719,,294.00,2023-06-07 06:17:48
461,790,208,Konzumacija u restoranu,4827 Comanche Park,2024-06-23 00:44:13,993,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",58.00,2024-06-22 21:44:13
462,383,221,Konzumacija u restoranu,44 Pennsylvania Point,2024-02-21 00:50:19,991,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,96.00,2024-02-20 22:50:19
463,131,250,Konzumacija u restoranu,61 Claremont Drive,2024-01-16 07:23:49,621,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,152.00,2024-01-16 06:23:49
464,35,74,Dostava,16 Morning Circle,2024-05-05 22:32:07,154,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",180.00,2024-05-05 20:32:07
465,226,421,Dostava,6 Springs Junction,2024-08-22 18:26:51,998,,78.00,2024-08-22 16:26:51
466,261,67,Dostava,145 Delaware Court,2023-03-13 09:26:28,722,,12.00,2023-03-13 06:26:28
467,927,127,Dostava,3 Derek Avenue,2024-03-06 04:24:02,473,,152.00,2024-03-06 02:24:02
468,263,270,Dostava,406 Goodland Court,2024-04-04 19:29:29,115,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",141.00,2024-04-04 16:29:29
469,884,157,Dostava,7 Fulton Point,2022-11-15 11:36:11,599,,46.00,2022-11-15 09:36:11
470,950,495,Dostava,18860 Weeping Birch Road,2023-03-18 01:35:04,897,,370.00,2023-03-17 22:35:04
471,684,237,Dostava,40 Westerfield Trail,2024-04-02 22:46:51,601,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",168.00,2024-04-02 19:46:51
472,267,131,Dostava,5 Rutledge Point,2022-11-27 06:13:33,733,,272.00,2022-11-27 04:13:33
473,468,440,Konzumacija u restoranu,192 Calypso Court,2024-05-16 16:35:18,371,,200.00,2024-05-16 14:35:18
474,367,312,Dostava,35288 Moulton Pass,2024-04-08 08:40:27,127,,198.00,2024-04-08 07:40:27
475,902,461,Konzumacija u restoranu,8310 Londonderry Place,2023-04-24 06:39:23,328,,340.00,2023-04-24 05:39:23
476,164,468,Dostava,93712 Boyd Drive,2023-09-09 08:02:12,212,,136.00,2023-09-09 07:02:12
477,281,263,Dostava,59 Fairview Lane,2023-05-23 04:49:07,161,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,380.00,2023-05-23 02:49:07
478,857,173,Konzumacija u restoranu,6 Clarendon Parkway,2024-04-13 19:02:12,415,,39.00,2024-04-13 18:02:12
479,260,354,Dostava,12 Lindbergh Street,2024-05-23 02:17:51,262,,108.00,2024-05-23 00:17:51
480,115,87,Konzumacija u restoranu,11 Roxbury Court,2023-12-23 02:47:48,854,,22.00,2023-12-22 23:47:48
481,149,477,Dostava,97 Granby Circle,2023-01-18 08:53:46,284,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,420.00,2023-01-18 05:53:46
487,432,111,Konzumacija u restoranu,21718 7th Parkway,2024-02-01 23:26:25,572,,48.00,2024-02-01 22:26:25
400,359,430,Dostava,2462 Southridge Trail,2023-09-19 17:52:13,278,Sed ante. Vivamus tortor. Duis mattis egestas metus.,430.00,2023-09-19 15:52:13
401,606,484,Konzumacija u restoranu,3 Johnson Lane,2023-11-11 00:43:21,503,,138.00,2023-11-10 22:43:21
402,834,14,Dostava,00004 Susan Point,2024-01-08 06:19:18,994,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",136.00,2024-01-08 03:19:18
403,675,280,Konzumacija u restoranu,2 Holy Cross Avenue,2023-08-30 20:20:54,945,,136.00,2023-08-30 18:20:54
404,148,492,Konzumacija u restoranu,838 Sage Way,2024-10-08 22:06:09,503,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",414.00,2024-10-08 21:06:09
405,793,412,Dostava,5 Carberry Alley,2023-05-22 18:51:28,209,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",428.00,2023-05-22 16:51:28
406,681,430,Konzumacija u restoranu,611 Prairieview Court,2023-02-18 12:03:37,748,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",178.00,2023-02-18 09:03:37
407,45,496,Konzumacija u restoranu,18037 Oneill Alley,2022-12-22 16:21:14,63,,534.00,2022-12-22 14:21:14
408,472,363,Konzumacija u restoranu,67 Arkansas Park,2024-06-04 12:41:06,941,,408.00,2024-06-04 09:41:06
409,950,107,Konzumacija u restoranu,18138 Johnson Road,2024-01-30 21:53:46,931,,354.00,2024-01-30 20:53:46
411,858,129,Konzumacija u restoranu,472 Bowman Center,2023-05-24 08:05:33,328,,266.00,2023-05-24 06:05:33
412,691,426,Konzumacija u restoranu,99006 Macpherson Circle,2024-02-02 05:10:37,378,,620.00,2024-02-02 02:10:37
413,51,152,Dostava,107 Kinsman Trail,2024-06-18 21:34:15,436,,314.00,2024-06-18 20:34:15
414,272,82,Dostava,0468 Namekagon Crossing,2023-10-17 03:09:45,705,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,696.00,2023-10-17 01:09:45
415,601,29,Dostava,265 Merchant Pass,2023-05-03 10:07:12,223,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,232.00,2023-05-03 09:07:12
416,181,136,Dostava,8704 Maywood Point,2024-11-03 01:42:39,133,,374.00,2024-11-02 23:42:39
417,909,228,Dostava,533 Dakota Center,2022-11-25 05:03:59,842,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,176.00,2022-11-25 03:03:59
418,931,357,Konzumacija u restoranu,4525 Blackbird Drive,2023-08-01 14:01:20,410,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",171.00,2023-08-01 13:01:20
419,61,414,Dostava,217 Glendale Drive,2023-03-10 09:32:02,981,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",202.00,2023-03-10 07:32:02
420,907,266,Konzumacija u restoranu,3345 Clove Terrace,2023-05-08 13:11:39,325,,380.00,2023-05-08 11:11:39
421,625,312,Dostava,18221 Clarendon Drive,2022-10-14 06:17:44,528,,481.00,2022-10-14 04:17:44
422,427,76,Konzumacija u restoranu,4 Miller Pass,2022-11-08 23:09:33,71,,339.00,2022-11-08 21:09:33
423,321,207,Konzumacija u restoranu,46468 Hoffman Hill,2023-07-15 21:50:13,468,,373.00,2023-07-15 18:50:13
424,778,146,Konzumacija u restoranu,269 Golf Parkway,2023-01-08 10:46:31,370,,174.00,2023-01-08 07:46:31
425,391,162,Konzumacija u restoranu,27 Fallview Avenue,2024-01-07 12:27:48,524,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,120.00,2024-01-07 09:27:48
426,833,208,Konzumacija u restoranu,7 Morning Court,2024-08-07 09:26:23,249,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,136.00,2024-08-07 06:26:23
427,663,101,Dostava,8320 Knutson Center,2023-08-22 01:25:08,864,,483.00,2023-08-21 23:25:08
428,764,26,Konzumacija u restoranu,14 Dakota Road,2024-09-29 09:13:59,614,,428.00,2024-09-29 07:13:59
429,915,295,Dostava,3433 Dayton Junction,2023-10-20 19:30:27,836,,201.00,2023-10-20 18:30:27
430,534,247,Konzumacija u restoranu,7 Harper Circle,2024-10-17 20:58:44,218,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",356.00,2024-10-17 18:58:44
431,377,46,Konzumacija u restoranu,6390 Dunning Alley,2024-04-10 18:07:36,468,,481.00,2024-04-10 17:07:36
432,629,275,Konzumacija u restoranu,5 Scoville Plaza,2023-03-01 00:02:35,38,,363.00,2023-02-28 21:02:35
433,169,30,Dostava,05773 Blue Bill Park Court,2023-07-13 05:54:18,440,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",88.00,2023-07-13 03:54:18
434,548,495,Dostava,36 Walton Center,2024-04-14 17:43:58,71,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,348.00,2024-04-14 16:43:58
435,117,443,Dostava,45 Spohn Center,2024-06-23 17:10:40,905,,192.00,2024-06-23 14:10:40
436,428,195,Konzumacija u restoranu,092 Lillian Hill,2024-02-11 16:07:32,615,Sed ante. Vivamus tortor. Duis mattis egestas metus.,169.00,2024-02-11 13:07:32
437,46,127,Konzumacija u restoranu,83 Hallows Road,2023-08-13 04:04:11,368,,390.00,2023-08-13 03:04:11
438,209,340,Konzumacija u restoranu,61 Corry Parkway,2024-06-18 18:12:47,953,,334.00,2024-06-18 16:12:47
439,442,395,Konzumacija u restoranu,6698 Buhler Point,2024-05-24 07:18:06,541,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",150.00,2024-05-24 06:18:06
440,737,255,Dostava,73075 Mariners Cove Terrace,2024-11-13 12:56:29,440,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",70.00,2024-11-13 09:56:29
441,490,316,Dostava,016 Continental Place,2024-01-02 22:31:12,905,,255.00,2024-01-02 20:31:12
442,274,120,Konzumacija u restoranu,6 1st Center,2024-08-08 23:16:58,905,,211.00,2024-08-08 21:16:58
443,529,487,Konzumacija u restoranu,228 Meadow Vale Trail,2023-11-11 04:18:50,616,,196.00,2023-11-11 02:18:50
444,855,136,Konzumacija u restoranu,533 Paget Way,2024-06-09 22:59:00,244,,382.00,2024-06-09 21:59:00
445,995,55,Dostava,7654 Thackeray Junction,2024-12-02 18:13:39,510,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,129.00,2024-12-02 15:13:39
446,134,69,Dostava,9 Graedel Pass,2023-09-05 23:52:57,884,,146.00,2023-09-05 21:52:57
